id,source_split,split,pre_image,post_image,mask_path
midwest-flooding_00000025,train,train,data\xview2_real\train\images\midwest-flooding_00000025_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000025_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000025_post_disaster_target.png
hurricane-harvey_00000288,train,train,data\xview2_real\train\images\hurricane-harvey_00000288_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000288_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000288_post_disaster_target.png
socal-fire_00001088,train,train,data\xview2_real\train\images\socal-fire_00001088_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001088_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001088_post_disaster_target.png
hurricane-harvey_00000443,train,train,data\xview2_real\train\images\hurricane-harvey_00000443_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000443_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000443_post_disaster_target.png
hurricane-florence_00000545,train,train,data\xview2_real\train\images\hurricane-florence_00000545_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000545_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000545_post_disaster_target.png
socal-fire_00000244,train,train,data\xview2_real\train\images\socal-fire_00000244_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000244_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000244_post_disaster_target.png
midwest-flooding_00000207,train,train,data\xview2_real\train\images\midwest-flooding_00000207_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000207_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000207_post_disaster_target.png
socal-fire_00001198,train,train,data\xview2_real\train\images\socal-fire_00001198_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001198_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001198_post_disaster_target.png
hurricane-michael_00000442,train,train,data\xview2_real\train\images\hurricane-michael_00000442_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000442_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000442_post_disaster_target.png
socal-fire_00000626,train,train,data\xview2_real\train\images\socal-fire_00000626_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000626_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000626_post_disaster_target.png
santa-rosa-wildfire_00000247,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000247_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000247_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000247_post_disaster_target.png
hurricane-michael_00000004,train,train,data\xview2_real\train\images\hurricane-michael_00000004_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000004_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000004_post_disaster_target.png
midwest-flooding_00000377,train,train,data\xview2_real\train\images\midwest-flooding_00000377_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000377_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000377_post_disaster_target.png
midwest-flooding_00000270,train,train,data\xview2_real\train\images\midwest-flooding_00000270_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000270_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000270_post_disaster_target.png
socal-fire_00000904,train,train,data\xview2_real\train\images\socal-fire_00000904_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000904_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000904_post_disaster_target.png
midwest-flooding_00000027,train,train,data\xview2_real\train\images\midwest-flooding_00000027_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000027_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000027_post_disaster_target.png
mexico-earthquake_00000079,train,train,data\xview2_real\train\images\mexico-earthquake_00000079_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000079_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000079_post_disaster_target.png
santa-rosa-wildfire_00000011,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000011_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000011_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000011_post_disaster_target.png
hurricane-harvey_00000393,train,train,data\xview2_real\train\images\hurricane-harvey_00000393_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000393_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000393_post_disaster_target.png
hurricane-harvey_00000016,train,train,data\xview2_real\train\images\hurricane-harvey_00000016_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000016_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000016_post_disaster_target.png
hurricane-florence_00000328,train,train,data\xview2_real\train\images\hurricane-florence_00000328_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000328_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000328_post_disaster_target.png
hurricane-florence_00000355,train,train,data\xview2_real\train\images\hurricane-florence_00000355_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000355_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000355_post_disaster_target.png
socal-fire_00000985,train,train,data\xview2_real\train\images\socal-fire_00000985_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000985_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000985_post_disaster_target.png
socal-fire_00001166,train,train,data\xview2_real\train\images\socal-fire_00001166_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001166_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001166_post_disaster_target.png
hurricane-michael_00000357,train,train,data\xview2_real\train\images\hurricane-michael_00000357_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000357_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000357_post_disaster_target.png
socal-fire_00000033,train,train,data\xview2_real\train\images\socal-fire_00000033_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000033_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000033_post_disaster_target.png
hurricane-florence_00000371,train,train,data\xview2_real\train\images\hurricane-florence_00000371_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000371_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000371_post_disaster_target.png
mexico-earthquake_00000096,train,train,data\xview2_real\train\images\mexico-earthquake_00000096_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000096_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000096_post_disaster_target.png
socal-fire_00000533,train,train,data\xview2_real\train\images\socal-fire_00000533_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000533_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000533_post_disaster_target.png
socal-fire_00000950,train,train,data\xview2_real\train\images\socal-fire_00000950_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000950_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000950_post_disaster_target.png
socal-fire_00001136,train,train,data\xview2_real\train\images\socal-fire_00001136_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001136_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001136_post_disaster_target.png
socal-fire_00000639,train,train,data\xview2_real\train\images\socal-fire_00000639_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000639_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000639_post_disaster_target.png
hurricane-florence_00000474,train,train,data\xview2_real\train\images\hurricane-florence_00000474_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000474_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000474_post_disaster_target.png
socal-fire_00000330,train,train,data\xview2_real\train\images\socal-fire_00000330_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000330_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000330_post_disaster_target.png
socal-fire_00001004,train,train,data\xview2_real\train\images\socal-fire_00001004_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001004_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001004_post_disaster_target.png
midwest-flooding_00000386,train,train,data\xview2_real\train\images\midwest-flooding_00000386_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000386_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000386_post_disaster_target.png
hurricane-matthew_00000245,train,train,data\xview2_real\train\images\hurricane-matthew_00000245_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000245_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000245_post_disaster_target.png
socal-fire_00001383,train,train,data\xview2_real\train\images\socal-fire_00001383_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001383_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001383_post_disaster_target.png
socal-fire_00000043,train,train,data\xview2_real\train\images\socal-fire_00000043_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000043_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000043_post_disaster_target.png
palu-tsunami_00000000,train,train,data\xview2_real\train\images\palu-tsunami_00000000_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000000_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000000_post_disaster_target.png
socal-fire_00000986,train,train,data\xview2_real\train\images\socal-fire_00000986_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000986_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000986_post_disaster_target.png
socal-fire_00000126,train,train,data\xview2_real\train\images\socal-fire_00000126_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000126_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000126_post_disaster_target.png
santa-rosa-wildfire_00000136,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000136_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000136_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000136_post_disaster_target.png
hurricane-harvey_00000046,train,train,data\xview2_real\train\images\hurricane-harvey_00000046_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000046_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000046_post_disaster_target.png
socal-fire_00000577,train,train,data\xview2_real\train\images\socal-fire_00000577_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000577_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000577_post_disaster_target.png
hurricane-harvey_00000010,train,train,data\xview2_real\train\images\hurricane-harvey_00000010_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000010_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000010_post_disaster_target.png
hurricane-matthew_00000180,train,train,data\xview2_real\train\images\hurricane-matthew_00000180_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000180_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000180_post_disaster_target.png
socal-fire_00000187,train,train,data\xview2_real\train\images\socal-fire_00000187_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000187_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000187_post_disaster_target.png
socal-fire_00001256,train,train,data\xview2_real\train\images\socal-fire_00001256_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001256_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001256_post_disaster_target.png
hurricane-harvey_00000291,train,train,data\xview2_real\train\images\hurricane-harvey_00000291_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000291_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000291_post_disaster_target.png
socal-fire_00001017,train,train,data\xview2_real\train\images\socal-fire_00001017_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001017_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001017_post_disaster_target.png
socal-fire_00000109,train,train,data\xview2_real\train\images\socal-fire_00000109_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000109_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000109_post_disaster_target.png
hurricane-michael_00000338,train,train,data\xview2_real\train\images\hurricane-michael_00000338_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000338_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000338_post_disaster_target.png
hurricane-michael_00000236,train,train,data\xview2_real\train\images\hurricane-michael_00000236_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000236_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000236_post_disaster_target.png
palu-tsunami_00000090,train,train,data\xview2_real\train\images\palu-tsunami_00000090_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000090_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000090_post_disaster_target.png
